CO_IES|NO_IES|CO_CATEGORIA_ADMINISTRATIVA|DS_CATEGORIA_ADMINISTRATIVA|CO_ORGANIZACAO_ACADEMICA|DS_ORGANIZACAO_ACADEMICA|CO_CURSO|NO_CURSO|CO_OCDE|NO_OCDE|CO_OCDE_AREA_GERAL|NO_AREA_GERAL|CO_OCDE_AREA_ESPECIFICA|NO_AREA_ESPECIFICA|CO_OCDE_AREA_DETALHADA|NO_AREA_DETALHADA|CO_GRAU_ACADEMICO|CO_MODALIDADE_ENSINO|CO_NIVEL_ACADEMICO|IN_GRATUITO|TP_ATRIBUTO_INGRESSO|CO_LOCAL_OFERTA_IES|CO_MUNICIPIO_CURSO|NO_MUNICIPIO_CURSO|CO_UF_CURSO|SGL_UF_CURSO|NO_REGIAO_CURSO|NU_CARGA_HORARIA|DT_INICIO_FUNCIONAMENTO|DT_AUTORIZACAO_CURSO|IN_AJUDA_DEFICIENTE|IN_MATERIAL_DIGITAL|IN_MATERIAL_IMPRESSO|IN_MATERIAL_AUDIO|IN_MATERIAL_BRAILLE|IN_DISCIPLINA_LIBRAS|IN_GUIA_INTERPRETE|IN_MATERIAL_LIBRAS|IN_SINTESE_VOZ|IN_TRADUTOR_LIBRAS|IN_INTEGRAL_CURSO|IN_MATUTINO_CURSO|IN_NOTURNO_CURSO|IN_VESPERTINO_CURSO|NU_PERC_CARGA_HOR_DISTANCIA|NU_INTEGRALIZACAO_MATUTINO|NU_INTEGRALIZACAO_VESPERTINO|NU_INTEGRALIZACAO_NOTURNO|NU_INTEGRALIZACAO_INTEGRAL|IN_OFERECE_DISC_DISTANCIA|IN_UTILIZA_LABORATORIO|QT_INSCRITOS_ANO_EAD|QT_VAGAS_ANUAL_EAD|QT_VAGAS_INTEGRAL_PRES|QT_VAGAS_MATUTINO_PRES|QT_VAGAS_NOTURNO_PRES|QT_VAGAS_VESPERTINO_PRES|QT_INSCRITOS_MATUTINO_PRES|QT_INSCRITOS_VESPERTINO_PRES|QT_INSCRITOS_NOTURNO_PRES|QT_INSCRITOS_INTEGRAL_PRES|QT_MATRICULA_CURSO|QT_CONCLUINTE_CURSO|QT_INGRESSO_CURSO|QT_INGRESSO_PROCESSO_SELETIVO|QT_INGRESSO_OUTRA_FORMA
55|UNIVERSIDADE DE SÃO PAULO|2|Pública Estadual|1|Universidade|26143|PSICOLOGIA|311P02|Psicologia|3|Ciências sociais, negócios e direito|31|Ciências sociais e comportamentais|311|Psicologia|2|1|1|1|0|657705|3550308|SAO PAULO|35|SP|Sudeste|6645|01JAN1959:00:00:00||1|0|0|0|0|1|0|0|0|0|1|0|0|0|||||8|0|1|||20|||||||1820|105|9|0|0|0
793|Centro Universitário Estácio Radial de São Paulo - Estácio UNIRADIAL|4|Privada com fins lucrativos|2|Centro Universitário|104936|ADMINISTRAÇÃO|345A01|Administração|3|Ciências sociais, negócios e direito|34|Comércio e administração|345|Gerenciamento e administração|1|1|1|0|0|24332|3550308|SAO PAULO|35|SP|Sudeste|3000|03AUG2007:00:00:00||1|0|1|0|0|1|1|1|1|1|0|0|1|0|20|||8||1|1|||||300||||128||113|0|18|1|17
456|CENTRO UNIVERSITÁRIO SANT´ANNA|5|Privada sem fins lucrativos|2|Centro Universitário|55896|SISTEMAS DE INFORMAÇÃO|483S02|Sistemas de informação|4|Ciências, matemática e computação|48|Computação|483|Processamento da informação|1|1|1|0|0|657908|3550308|SAO PAULO|35|SP|Sudeste|3200|21JUL1999:00:00:00||1|0|1|0|0|1|0|0|1|1|0|1|1|0||8||8||0|1||||70|140||0||0||6|4|0|0|0
316|UNIVERSIDADE NOVE DE JULHO|5|Privada sem fins lucrativos|1|Universidade|102206|MECATRÔNICA INDUSTRIAL|523T04|Tecnologia mecatrônica|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|523|Eletrônica e automação|3|1|1|0|0|25206|3550308|SAO PAULO|35|SP|Sudeste|3270|19FEB2008:00:00:00||1|0|0|0|0|1|1|1|0|1|0|1|1|0||6||6||0|1||||70|210||58||202||182|14|96|89|7
521|UNIVERSIDADE DE MOGI DAS CRUZES|4|Privada com fins lucrativos|1|Universidade|57527|ADMINISTRAÇÃO|345A01|Administração|3|Ciências sociais, negócios e direito|34|Comércio e administração|345|Gerenciamento e administração|1|1|1|0|0|1894|3550308|SAO PAULO|35|SP|Sudeste|3252|10FEB2003:00:00:00||1|0|0|0|0|1|0|0|0|0|0|1|1|0||8||8||0|1||||0|0||0||0||21|16|2|0|2
793|Centro Universitário Estácio Radial de São Paulo - Estácio UNIRADIAL|4|Privada com fins lucrativos|2|Centro Universitário|104912|PEDAGOGIA|142P01|Pedagogia|1|Educação|14|Formação de professor e ciências da educação|142|Ciências da educação|2|1|1|0|0|658105|3550308|SAO PAULO|35|SP|Sudeste|3200|01AUG2007:00:00:00||1|0|1|0|0|1|1|1|1|1|0|1|1|0||6||6||0|1||||150|300||27||102||140|10|30|30|0
1032|CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO|5|Privada sem fins lucrativos|2|Centro Universitário|24301|ADMINISTRAÇÃO - COMÉRCIO EXTERIOR|345A01|Administração|3|Ciências sociais, negócios e direito|34|Comércio e administração|345|Gerenciamento e administração|1|1|1|0|0|627|3550308|SAO PAULO|35|SP|Sudeste|3180|05FEB2001:00:00:00||1|0|1|0|0|1|1|1|0|1|0|0|1|0||||8||0|1|||||0||||0||2|2|0|0|0
316|UNIVERSIDADE NOVE DE JULHO|5|Privada sem fins lucrativos|1|Universidade|112031|RADIOLOGIA|725T06|Tecnologia de radiologia|7|Saúde e bem estar social|72|Saúde|725|Tecnologias de diagnóstico e tratamento médico|3|1|1|0|0|25206|3550308|SAO PAULO|35|SP|Sudeste|3390|19FEB2008:00:00:00||1|0|0|0|0|1|1|1|0|1|0|1|1|0||6||6||0|1||||140|140||329||186||390|16|206|197|9
374|CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS|5|Privada sem fins lucrativos|2|Centro Universitário|114450|GESTÃO DE TURISMO|812T03|Gestão de Turismo (Tecnólogo)|8|Serviços|81|Serviços pessoais|812|Viagens, turismo e lazer|3|1|1|0|0|706424|3550308|SAO PAULO|35|SP|Sudeste|1760|02FEB2009:00:00:00||1|1|1|0|0|1|0|0|0|1|0|1|1|0||4||4||0|1||||100|200||28||70||35|11|43|42|1
2247|FACULDADE CHAFIC|5|Privada sem fins lucrativos|3|Faculdade|81249|PEDAGOGIA|142P01|Pedagogia|1|Educação|14|Formação de professor e ciências da educação|142|Ciências da educação|2|1|1|0|0|3325|3550308|SAO PAULO|35|SP|Sudeste|3200|15AUG2005:00:00:00||1|0|1|0|0|1|0|0|0|0|0|0|1|0||||8||0|1|||||80||||320||138|0|46|46|0
55|UNIVERSIDADE DE SÃO PAULO|2|Pública Estadual|1|Universidade|51975|OCEANOGRAFIA|443O01|Oceanografia|4|Ciências, matemática e computação|44|Ciências físicas|443|Ciências da terra|1|1|1|1|0|657705|3550308|SAO PAULO|35|SP|Sudeste|4665|01JAN2002:00:00:00||1|0|0|0|0|1|0|0|0|0|1|0|0|0|||||10|0|0|||40|||||||330|200|15|40|40|0
316|UNIVERSIDADE NOVE DE JULHO|5|Privada sem fins lucrativos|1|Universidade|102176|PEDAGOGIA|142P01|Pedagogia|1|Educação|14|Formação de professor e ciências da educação|142|Ciências da educação|2|1|1|0|0|1801|3550308|SAO PAULO|35|SP|Sudeste|3660|06FEB2006:00:00:00||1|0|0|0|0|1|1|1|0|1|0|1|1|0|16|6||6||1|1||||280|1680||705||2817||3322|1102|2171|1006|1165
55|UNIVERSIDADE DE SÃO PAULO|2|Pública Estadual|1|Universidade|18660|COMUNICAÇÃO SOCIAL COM HABILITAÇÃO EM EDITORAÇÃO|321J01|Jornalismo|3|Ciências sociais, negócios e direito|32|Jornalismo e informação|321|Jornalismo e reportagem|1|1|1|1|0|657705|3550308|SAO PAULO|35|SP|Sudeste|4005|22AUG1972:00:00:00||1|0|0|0|0|1|0|0|0|0|0|1|0|0||8||||0|1||||15|||212||||77|9|18|18|0
2465|FACULDADE DE DIREITO PROFESSOR DAMÁSIO DE JESUS|4|Privada com fins lucrativos|3|Faculdade|54304|DIREITO|380D01|Direito|3|Ciências sociais, negócios e direito|38|Direito|380|Direito|1|1|1|0|0|659162|3550308|SAO PAULO|35|SP|Sudeste|3960|03FEB2003:00:00:00||0||||||||||0|1|1|0||10||10||0|1||||100|100||110||39||532|64|140|117|23
55|UNIVERSIDADE DE SÃO PAULO|2|Pública Estadual|1|Universidade|346679|LETRAS - HEBRAICO|222L01|Línguas/literaturas estrangeiras modernas|2|Humanidades e artes|22|Humanidades e letras|222|Línguas e culturas estrangeiras|1|1|1|1|0|657705|3550308|SAO PAULO|35|SP|Sudeste|3300|25JAN1934:00:00:00||0||||||||||0|0|1|0||||10||0|0|||||0||||0||28|3|0|0|0
793|Centro Universitário Estácio Radial de São Paulo - Estácio UNIRADIAL|4|Privada com fins lucrativos|2|Centro Universitário|61365|LOGÍSTICA|345G13|Gestão logística|3|Ciências sociais, negócios e direito|34|Comércio e administração|345|Gerenciamento e administração|3|1|1|0|0|1437|3550308|SAO PAULO|35|SP|Sudeste|1650|04FEB2002:00:00:00||1|0|1|0|0|1|1|1|1|1|0|1|1|0|20|4||4||1|1||||100|200||84||197||324|59|132|120|12
322|UNIVERSIDADE PAULISTA|5|Privada sem fins lucrativos|1|Universidade|67007|ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES|522E06|Engenharia elétrica|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|522|Eletricidade e energia|1|1|1|0|0|657837|3550308|SAO PAULO|35|SP|Sudeste|3600|15FEB1998:00:00:00||1|1|1|1|1|1|0|1|1|1|0|1|1|0||10||10||0|1||||0|0||0||0||0|0|0|0|0
2811|FACULDADE PAULUS DE TECNOLOGIA E COMUNICAÇÃO|5|Privada sem fins lucrativos|3|Faculdade|85774|RÁDIO, TV E INTERNET - RADIALISMO|321R01|Rádio e tele-jornalismo|3|Ciências sociais, negócios e direito|32|Jornalismo e informação|321|Jornalismo e reportagem|1|1|1|0|0|659310|3550308|SAO PAULO|35|SP|Sudeste|3180|06FEB2006:00:00:00||1|0|0|0|0|1|0|0|0|0|0|1|1|0||8||8||0|1||||100|100||45||59||166|27|163|163|0
55|UNIVERSIDADE DE SÃO PAULO|2|Pública Estadual|1|Universidade|64614|ENGENHARIA DE MINAS|544E01|Engenharia de minas|5|Engenharia, produção e construção|54|Produção e processamento|544|Mineração e extração|1|1|1|1|0|657705|3550308|SAO PAULO|35|SP|Sudeste|4590|09APR1946:00:00:00||0||||||||||1|0|0|0|||||10|0|0|||0|||||||0|76|20|0|0|0
316|UNIVERSIDADE NOVE DE JULHO|5|Privada sem fins lucrativos|1|Universidade|92632|LOGÍSTICA|345G13|Gestão logística|3|Ciências sociais, negócios e direito|34|Comércio e administração|345|Gerenciamento e administração|3|1|1|0|0|1801|3550308|SAO PAULO|35|SP|Sudeste|2080|06FEB2006:00:00:00||1|0|0|0|0|1|1|1|0|1|0|1|1|0||4||4||0|1||||420|1050||942||2156||2259|341|1659|1575|84
55|UNIVERSIDADE DE SÃO PAULO|2|Pública Estadual|1|Universidade|25259|FÍSICA COM HABILITAÇÃO EM PESQUISA BÁSICA|441F01|Física|4|Ciências, matemática e computação|44|Ciências físicas|441|Física|1|1|1|1|0|657705|3550308|SAO PAULO|35|SP|Sudeste|2805|01JAN1992:00:00:00||0||||||||||0|1|1|0||10||10||0|0||||0|0||0||0||78|22|2|2|0
2886|FACULDADE ZUMBI DOS PALMARES|5|Privada sem fins lucrativos|3|Faculdade|119010|PUBLICIDADE E PROPAGANDA - PUBLICIDADE E PROPAGANDA|342P02|Publicidade e propaganda|3|Ciências sociais, negócios e direito|34|Comércio e administração|342|Marketing e publicidade|1|1|1|0|0|707432|3550308|SAO PAULO|35|SP|Sudeste|0|||0||||||||||0|0|1|0||||0||0|1|||||200||||121||25|0|25|25|0
55|UNIVERSIDADE DE SÃO PAULO|2|Pública Estadual|1|Universidade|45511|ARTES PLÁSTICAS COM HABILITAÇÃO EM PINTURA|211A01|Artes plásticas|2|Humanidades e artes|21|Artes|211|Belas artes|1|1|1|1|0|657705|3550308|SAO PAULO|35|SP|Sudeste|2580|29DEC1994:00:00:00||0||||||||||0|1|0|0||8||||0|0||||0|||0||||38|5|1|1|0
4681|FACULDADE CENTRO PAULISTANO|5|Privada sem fins lucrativos|3|Faculdade|117628|LETRAS - INGLÊS|145F14|Formação de professor de língua/literatura estrangeira moderna|1|Educação|14|Formação de professor e ciências da educação|145|Formação de professor de matérias específicas|2|1|1|0|0|659901|3550308|SAO PAULO|35|SP|Sudeste|2400|03AUG2009:00:00:00||0||||||||||0|1|1|0||6||6||0|1||||50|50||14||42||19|0|25|0|25
2886|FACULDADE ZUMBI DOS PALMARES|5|Privada sem fins lucrativos|3|Faculdade|104910|DIREITO|380D01|Direito|3|Ciências sociais, negócios e direito|38|Direito|380|Direito|1|1|1|0|0|24320|3550308|SAO PAULO|35|SP|Sudeste|4176|01AUG2007:00:00:00||0||||||||||0|0|1|0||||10||0|1|||||300||||537||661|0|195|193|2
316|UNIVERSIDADE NOVE DE JULHO|5|Privada sem fins lucrativos|1|Universidade|82224|MEDICINA|721M01|Medicina|7|Saúde e bem estar social|72|Saúde|721|Medicina|1|1|1|0|0|706703|3550308|SAO PAULO|35|SP|Sudeste|10640|01MAR2004:00:00:00||1|0|0|0|0|1|1|1|0|1|1|0|0|0|4||||12|1|1|||210|||||||122|717|102|81|81|0
2793|FACULDADE UNIÃO|4|Privada com fins lucrativos|3|Faculdade|67263|ADMINISTRAÇÃO|345A01|Administração|3|Ciências sociais, negócios e direito|34|Comércio e administração|345|Gerenciamento e administração|1|1|1|0|0|697913|3550308|SAO PAULO|35|SP|Sudeste|3200|02FEB2004:00:00:00||1|0|1|1|0|1|0|1|0|0|0|0|1|0|5|||8||1|1|||||200||||133||188|1|105|104|1
793|Centro Universitário Estácio Radial de São Paulo - Estácio UNIRADIAL|4|Privada com fins lucrativos|2|Centro Universitário|60298|GESTÃO DE RECURSOS HUMANOS|345G09|Gestão de pessoal / recursos humanos|3|Ciências sociais, negócios e direito|34|Comércio e administração|345|Gerenciamento e administração|3|1|1|0|0|2074|3550308|SAO PAULO|35|SP|Sudeste|1650|04FEB2002:00:00:00||1|0|1|0|0|1|1|1|1|1|0|1|1|0|20|4||4||1|1||||100|100||28||41||93|29|17|15|2
457|UNIVERSIDADE BANDEIRANTE DE SÃO PAULO|4|Privada com fins lucrativos|1|Universidade|1146721|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS|483S01|Segurança da informação|4|Ciências, matemática e computação|48|Computação|483|Processamento da informação|3|1|1|0|0|25024|3550308|SAO PAULO|35|SP|Sudeste|2380|08FEB2010:00:00:00||1|0|0|1|1|1|0|0|1|1|0|0|1|0|20|||6||1|1|||||90||||436||39|0|62|55|7
316|UNIVERSIDADE NOVE DE JULHO|5|Privada sem fins lucrativos|1|Universidade|72379|EDUCAÇÃO FÍSICA|720E01|Educação física|7|Saúde e bem estar social|72|Saúde|720|Saúde (cursos gerais)|1|1|1|0|0|657833|3550308|SAO PAULO|35|SP|Sudeste|3820|02FEB2004:00:00:00||1|0|0|0|0|1|1|1|0|1|0|1|1|0|7|8||8||1|1||||70|70||0||0||299|172|257|1|256
457|UNIVERSIDADE BANDEIRANTE DE SÃO PAULO|4|Privada com fins lucrativos|1|Universidade|1146719|GESTÃO COMERCIAL|345G16|Gestão de comercio|3|Ciências sociais, negócios e direito|34|Comércio e administração|345|Gerenciamento e administração|3|1|1|0|0|25024|3550308|SAO PAULO|35|SP|Sudeste|1640|08FEB2010:00:00:00||1|0|0|1|1|1|0|0|1|1|0|0|1|0|20|||4||1|1|||||0||||0||25|0|33|30|3
3985|CENTRO UNIVERSITÁRIO SENAC|5|Privada sem fins lucrativos|2|Centro Universitário|118906|COMUNICAÇÃO SOCIAL - JORNALISMO|321J01|Jornalismo|3|Ciências sociais, negócios e direito|32|Jornalismo e informação|321|Jornalismo e reportagem|1|1|1|0|0|659695|3550308|SAO PAULO|35|SP|Sudeste|2700|09FEB2009:00:00:00||1|1|1|1|1|1|0|1|1|1|0|0|1|0||||8||0|1|||||50||||39||0|0|3|3|0
457|UNIVERSIDADE BANDEIRANTE DE SÃO PAULO|4|Privada com fins lucrativos|1|Universidade|1146711|GESTÃO COMERCIAL|345G16|Gestão de comercio|3|Ciências sociais, negócios e direito|34|Comércio e administração|345|Gerenciamento e administração|3|1|1|0|0|1787|3550308|SAO PAULO|35|SP|Sudeste|1640|08FEB2010:00:00:00||1|0|0|1|1|1|0|0|1|1|0|0|1|0|20|||4||1|1|||||0||||0||38|0|43|40|3
481|UNIVERSIDADE GUARULHOS|5|Privada sem fins lucrativos|1|Universidade|1043893|MARKETING|342M02|Mercadologia (marketing)|3|Ciências sociais, negócios e direito|34|Comércio e administração|342|Marketing e publicidade|3|1|1|0|0|1045355|3550308|SAO PAULO|35|SP|Sudeste|1920|09FEB2009:00:00:00||1|0|1|1|1|1|1|0|0|1|0|0|1|0||||4||0|1|||||0||||0||17|17|0|0|0
457|UNIVERSIDADE BANDEIRANTE DE SÃO PAULO|4|Privada com fins lucrativos|1|Universidade|1146703|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS|483S01|Segurança da informação|4|Ciências, matemática e computação|48|Computação|483|Processamento da informação|3|1|1|0|0|30241|3550308|SAO PAULO|35|SP|Sudeste|2380|08FEB2010:00:00:00||1|0|0|1|1|1|0|0|1|1|0|0|1|0|20|||6||1|1|||||90||||377||32|0|43|40|3
793|Centro Universitário Estácio Radial de São Paulo - Estácio UNIRADIAL|4|Privada com fins lucrativos|2|Centro Universitário|56770|COMUNICAÇÃO INSTITUCIONAL|342R01|Relações públicas|3|Ciências sociais, negócios e direito|34|Comércio e administração|342|Marketing e publicidade|3|1|1|0|0|1437|3550308|SAO PAULO|35|SP|Sudeste|1650|03FEB2003:00:00:00||1|0|1|0|0|1|1|1|1|1|0|1|1|0|20|4||4||1|1||||50|150||0||0||2|0|0|0|0
457|UNIVERSIDADE BANDEIRANTE DE SÃO PAULO|4|Privada com fins lucrativos|1|Universidade|1146691|CIÊNCIAS CONTÁBEIS|344C02|Ciências contábeis|3|Ciências sociais, negócios e direito|34|Comércio e administração|344|Contabilidade e tributação|1|1|1|0|0|1004243|3550308|SAO PAULO|35|SP|Sudeste|3040|08FEB2010:00:00:00||1|0|0|1|1|1|0|0|1|1|0|0|1|0|20|||8||1|1|||||0||||0||25|14|28|22|6
457|UNIVERSIDADE BANDEIRANTE DE SÃO PAULO|4|Privada com fins lucrativos|1|Universidade|107190|EDUCAÇÃO FÍSICA|146F15|Formação de professor de educação física|1|Educação|14|Formação de professor e ciências da educação|146|Formação de professor de disciplinas profissionais|2|1|1|0|0|25024|3550308|SAO PAULO|35|SP|Sudeste|3164|11FEB2008:00:00:00||1|0|0|0|1|1|0|0|1|0|0|1|1|0|20|6||6||1|1||||90|90||303||325||218|22|78|59|19
457|UNIVERSIDADE BANDEIRANTE DE SÃO PAULO|4|Privada com fins lucrativos|1|Universidade|1144952|LOGÍSTICA|345G13|Gestão logística|3|Ciências sociais, negócios e direito|34|Comércio e administração|345|Gerenciamento e administração|3|1|1|0|0|4029|3550308|SAO PAULO|35|SP|Sudeste|1640|08FEB2010:00:00:00||1|0|0|1|1|1|0|0|1|1|0|0|1|0|20|||4||1|1|||||0||||0||76|26|86|74|12
3985|CENTRO UNIVERSITÁRIO SENAC|5|Privada sem fins lucrativos|2|Centro Universitário|118834|MARKETING|342M02|Mercadologia (marketing)|3|Ciências sociais, negócios e direito|34|Comércio e administração|342|Marketing e publicidade|3|1|1|0|0|659695|3550308|SAO PAULO|35|SP|Sudeste|1602|09FEB2009:00:00:00||1|1|1|1|1|1|0|1|1|1|0|0|1|0||||4||0|1|||||50||||22||20|12|0|0|0
1741|FACULDADE DE TECNOLOGIA INTERAMÉRICA|4|Privada com fins lucrativos|3|Faculdade|47967|GESTÃO FINANCEIRA|345G17|Gestão financeira|3|Ciências sociais, negócios e direito|34|Comércio e administração|345|Gerenciamento e administração|3|1|1|0|0|658730|3550308|SAO PAULO|35|SP|Sudeste|1600|02JAN2002:00:00:00||0||||||||||0|1|1|0||8||8||0|0||||50|150||0||0||1|1|0|0|0
457|UNIVERSIDADE BANDEIRANTE DE SÃO PAULO|4|Privada com fins lucrativos|1|Universidade|107180|DESIGN DE MODA|214D02|Desenho de moda|2|Humanidades e artes|21|Artes|214|Design e estilismo|3|1|1|0|0|25024|3550308|SAO PAULO|35|SP|Sudeste|1640|11FEB2008:00:00:00||1|0|0|1|1|1|0|0|1|1|0|1|1|0|20|4||4||1|1||||90|180||90||521||315|59|169|148|21
4104|ESCOLA SUPERIOR DE ENGENHARIA E GESTÃO DE SÃO PAULO - ESEG|4|Privada com fins lucrativos|3|Faculdade|90859|ENGENHARIA DE PRODUÇÃO|520E05|Engenharia de produção|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|520|Engenharia e profissões de engenharia (cursos gerais)|1|1|1|0|0|659762|3550308|SAO PAULO|35|SP|Sudeste|4380|31JUL2006:00:00:00||1|0|0|0|0|1|0|0|0|0|0|1|1|0||10||10||0|1||||100|100||410||782||122|0|94|87|7
793|Centro Universitário Estácio Radial de São Paulo - Estácio UNIRADIAL|4|Privada com fins lucrativos|2|Centro Universitário|108026|ENGENHARIA AMBIENTAL E SANITÁRIA|520E02|Engenharia ambiental|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|520|Engenharia e profissões de engenharia (cursos gerais)|1|1|1|0|0|1437|3550308|SAO PAULO|35|SP|Sudeste|3600|11FEB2008:00:00:00||1|0|1|0|0|1|1|1|1|1|0|1|1|0||10||10||0|1||||150|300||39||178||153|0|84|59|25
264|UNIVERSIDADE SÃO MARCOS|5|Privada sem fins lucrativos|1|Universidade|18542|REDES DE TELECOMUNICAÇÕES|523T01|Telecomunicações|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|523|Eletrônica e automação|3|1|1|0|0|705981|3550308|SAO PAULO|35|SP|Sudeste|2680|02FEB1998:00:00:00||1|0|0|1|0|0|0|0|0|0|0|0|1|0||||6||0|1|||||60||||20||67|1|21|21|0
457|UNIVERSIDADE BANDEIRANTE DE SÃO PAULO|4|Privada com fins lucrativos|1|Universidade|107174|CIÊNCIAS CONTÁBEIS|344C02|Ciências contábeis|3|Ciências sociais, negócios e direito|34|Comércio e administração|344|Contabilidade e tributação|1|1|1|0|0|25024|3550308|SAO PAULO|35|SP|Sudeste|3040|11FEB2008:00:00:00||1|0|0|1|1|1|0|0|1|1|0|0|1|0|20|||8||1|1|||||90||||279||66|0|23|19|4
1742|FACULDADE DE TECNOLOGIA CARLOS DRUMMOND DE ANDRADE|4|Privada com fins lucrativos|3|Faculdade|75032|LOGÍSTICA|345G13|Gestão logística|3|Ciências sociais, negócios e direito|34|Comércio e administração|345|Gerenciamento e administração|3|1|1|0|0|658731|3550308|SAO PAULO|35|SP|Sudeste|1600|01FEB2004:00:00:00||1|1|1|1|1|1|1|1|1|1|0|1|1|0||4||4||0|1||||100|200||34||104||252|24|132|132|0
3985|CENTRO UNIVERSITÁRIO SENAC|5|Privada sem fins lucrativos|2|Centro Universitário|118838|NUTRIÇÃO|726N02|Nutrição|7|Saúde e bem estar social|72|Saúde|726|Terapia e reabilitação|1|1|1|0|0|659695|3550308|SAO PAULO|35|SP|Sudeste|3200|09FEB2009:00:00:00||1|1|1|1|1|1|0|1|1|1|0|1|0|0||8||||0|1||||50|||50||||47|0|34|27|7
456|CENTRO UNIVERSITÁRIO SANT´ANNA|5|Privada sem fins lucrativos|2|Centro Universitário|111618|MARKETING|342M02|Mercadologia (marketing)|3|Ciências sociais, negócios e direito|34|Comércio e administração|342|Marketing e publicidade|3|1|1|0|0|24911|3550308|SAO PAULO|35|SP|Sudeste|1600|14AUG2007:00:00:00||1|0|1|0|0|1|0|0|0|1|0|1|1|0||4||4||0|1||||140|210||28||234||227|76|130|130|0
457|UNIVERSIDADE BANDEIRANTE DE SÃO PAULO|4|Privada com fins lucrativos|1|Universidade|107166|MATEMÁTICA|145F18|Formação de professor de matemática|1|Educação|14|Formação de professor e ciências da educação|145|Formação de professor de matérias específicas|2|1|1|0|0|4029|3550308|SAO PAULO|35|SP|Sudeste|3164|11FEB2008:00:00:00||1|0|0|1|1|1|0|0|1|1|0|0|1|0|20|||6||1|1|||||0||||0||43|19|1|0|1
456|CENTRO UNIVERSITÁRIO SANT´ANNA|5|Privada sem fins lucrativos|2|Centro Universitário|99292|MANUTENÇÃO DE AERONAVES|525M01|Manutenção aeronáutica|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|525|Veículos a motor, construção naval e aeronáutica|3|1|1|0|0|657908|3550308|SAO PAULO|35|SP|Sudeste|2400|05FEB2007:00:00:00||1|0|1|0|0|1|0|0|1|1|0|0|1|0||||6||0|1|||||140||||161||118|41|54|54|0
793|Centro Universitário Estácio Radial de São Paulo - Estácio UNIRADIAL|4|Privada com fins lucrativos|2|Centro Universitário|108022|ENGENHARIA AMBIENTAL E SANITÁRIA|520E02|Engenharia ambiental|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|520|Engenharia e profissões de engenharia (cursos gerais)|1|1|1|0|0|658105|3550308|SAO PAULO|35|SP|Sudeste|3600|11FEB2008:00:00:00||1|0|1|0|0|1|1|1|1|1|0|1|1|0||10||10||0|1||||150|300||21||91||91|0|23|21|2
456|CENTRO UNIVERSITÁRIO SANT´ANNA|5|Privada sem fins lucrativos|2|Centro Universitário|21713|ENGENHARIA DE COMPUTAÇÃO|523E04|Engenharia de computação|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|523|Eletrônica e automação|1|1|1|0|0|657908|3550308|SAO PAULO|35|SP|Sudeste|3640|02AUG1999:00:00:00||1|0|1|0|0|1|0|0|1|1|0|1|1|0|16|10||10||1|1||||70|140||37||155||212|34|67|67|0
457|UNIVERSIDADE BANDEIRANTE DE SÃO PAULO|4|Privada com fins lucrativos|1|Universidade|103060|PRODUÇÃO AUDIOVISUAL|213A05|Audiovisuais|2|Humanidades e artes|21|Artes|213|Técnicas audiovisuais e produção de mídia|3|1|1|0|0|1217|3550308|SAO PAULO|35|SP|Sudeste|1640|05FEB2007:00:00:00||1|0|0|1|1|1|0|0|1|1|0|1|1|0|20|4||4||1|1||||0|90||0||384||275|70|130|114|16
264|UNIVERSIDADE SÃO MARCOS|5|Privada sem fins lucrativos|1|Universidade|111032|GASTRONOMIA|811G01|Gastronomia|8|Serviços|81|Serviços pessoais|811|Hotelaria, restaurantes  e serviços de alimentação|3|1|1|0|0|705981|3550308|SAO PAULO|35|SP|Sudeste|1600|06FEB2008:00:00:00||1|0|0|1|0|0|0|0|0|0|0|1|1|0||4||4||0|1||||0|0||0||0||1|0|1|1|0
4681|FACULDADE CENTRO PAULISTANO|5|Privada sem fins lucrativos|3|Faculdade|117614|CIÊNCIAS CONTÁBEIS|344C02|Ciências contábeis|3|Ciências sociais, negócios e direito|34|Comércio e administração|344|Contabilidade e tributação|1|1|1|0|0|659901|3550308|SAO PAULO|35|SP|Sudeste|3160|03AUG2009:00:00:00||0||||||||||0|1|1|0||8||8||0|1||||50|50||11||38||26|0|26|26|0
