NU_ANO_CENSO|CO_IES|TP_CATEGORIA_ADMINISTRATIVA|TP_ORGANIZACAO_ACADEMICA|CO_LOCAL_OFERTA|CO_UF|CO_MUNICIPIO|IN_CAPITAL|CO_CURSO|NO_CURSO|TP_SITUACAO|CO_CINE_ROTULO|TP_GRAU_ACADEMICO|TP_MODALIDADE_ENSINO|TP_NIVEL_ACADEMICO|IN_GRATUITO|TP_ATRIBUTO_INGRESSO|NU_CARGA_HORARIA|DT_INICIO_FUNCIONAMENTO|DT_AUTORIZACAO_CURSO|IN_AJUDA_DEFICIENTE|IN_MATERIAL_DIGITAL|IN_MATERIAL_AMPLIADO|IN_MATERIAL_TATIL|IN_MATERIAL_IMPRESSO|IN_MATERIAL_AUDIO|IN_MATERIAL_BRAILLE|IN_MATERIAL_LIBRAS|IN_DISCIPLINA_LIBRAS|IN_TRADUTOR_LIBRAS|IN_GUIA_INTERPRETE|IN_RECURSOS_COMUNICACAO|IN_RECURSOS_INFORMATICA|IN_INTEGRAL|IN_MATUTINO|IN_VESPERTINO|IN_NOTURNO|NU_INTEGRALIZACAO_INTEGRAL|NU_INTEGRALIZACAO_MATUTINO|NU_INTEGRALIZACAO_VESPERTINO|NU_INTEGRALIZACAO_NOTURNO|NU_INTEGRALIZACAO_EAD|IN_OFERECE_DISC_SEMI_PRES|NU_PERC_CARGA_SEMI_PRES|IN_POSSUI_LABORATORIO|QT_INSC_VAGA_NOVA_INTEGRAL|QT_INSC_VAGA_NOVA_MATUTINO|QT_INSC_VAGA_NOVA_VESPERTINO|QT_INSC_VAGA_NOVA_NOTURNO|QT_INSC_VAGA_NOVA_EAD|QT_INSC_VAGA_REMAN_INTEGRAL|QT_INSC_VAGA_REMAN_MATUTINO|QT_INSC_VAGA_REMAN_VESPERTINO|QT_INSC_VAGA_REMAN_NOTURNO|QT_INSC_VAGA_REMAN_EAD|QT_INSC_PROG_ESP_INTEGRAL|QT_INSC_PROG_ESP_MATUTINO|QT_INSC_PROG_ESP_VESPERTINO|QT_INSC_PROG_ESP_NOTURNO|QT_INSC_PROG_ESP_EAD|QT_INSC_PRINCIPAL_INTEGRAL|QT_INSC_PRINCIPAL_MATUTINO|QT_INSC_PRINCIPAL_VESPERTINO|QT_INSC_PRINCIPAL_NOTURNO|QT_INSC_PRINCIPAL_EAD|QT_INSC_OUTRA_VAGA_INTEGRAL|QT_INSC_OUTRA_VAGA_MATUTINO|QT_INSC_OUTRA_VAGA_VESPERTINO|QT_INSC_OUTRA_VAGA_NOTURNO|QT_INSC_OUTRA_VAGA_EAD|QT_INSC_ANUAL_INTEGRAL|QT_INSC_ANUAL_MATUTINO|QT_INSC_ANUAL_VESPERTINO|QT_INSC_ANUAL_NOTURNO|QT_INSC_ANUAL_EAD|QT_VAGAS_NOVAS_INTEGRAL|QT_VAGAS_NOVAS_MATUTINO|QT_VAGAS_NOVAS_VESPERTINO|QT_VAGAS_NOVAS_NOTURNO|QT_VAGAS_NOVAS_EAD|QT_VAGAS_REMAN_INTEGRAL|QT_VAGAS_REMAN_MATUTINO|QT_VAGAS_REMAN_VESPERTINO|QT_VAGAS_REMAN_NOTURNO|QT_VAGAS_REMAN_EAD|QT_VAGAS_PROG_ESP_INTEGRAL|QT_VAGAS_PROG_ESP_MATUTINO|QT_VAGAS_PROG_ESP_VESPERTINO|QT_VAGAS_PROG_ESP_NOTURNO|QT_VAGAS_PROG_ESP_EAD|QT_VAGAS_PRINCIPAL_INTEGRAL|QT_VAGAS_PRINCIPAL_MATUTINO|QT_VAGAS_PRINCIPAL_VESPERTINO|QT_VAGAS_PRINCIPAL_NOTURNO|QT_VAGAS_PRINCIPAL_EAD|QT_VAGAS_OUTRAS_INTEGRAL|QT_VAGAS_OUTRAS_MATUTINO|QT_VAGAS_OUTRAS_VESPERTINO|QT_VAGAS_OUTRAS_NOTURNO|QT_VAGAS_OUTRAS_EAD|QT_VAGAS_ANUAL_INTEGRAL|QT_VAGAS_ANUAL_MATUTINO|QT_VAGAS_ANUAL_VESPERTINO|QT_VAGAS_ANUAL_NOTURNO|QT_VAGAS_ANUAL_EAD|QT_MATRICULA_TOTAL|QT_CONCLUINTE_TOTAL|QT_INGRESSO_TOTAL|QT_INGRESSO_VAGA_NOVA|QT_INGRESSO_PROCESSO_SELETIVO|QT_VAGA_TOTAL|QT_INSCRITO_TOTAL
2019|1055|5|2|1056891|29|2927408|1|1139668|LOGÍSTICA|1|0413L01|3|1|1|0|0|1660|06FEB2012:00:00:00||1|0|0|0|0|0|0|0|1|1|0|0|0|0|1|0|1||2.0||2.0||0||1||1||24|||0||0|||0||0||||||||||||||||||144||144|||0||12|||0||0|||||||||||||||||13|12|0|0||300|25
2019|1055|5|2|658225|29|2927408|1|1161936|ENGENHARIA CIVIL|1|0732E01|1|1|1|0|0|3680|04FEB2013:00:00:00||1|0|0|0|0|0|0|0|1|1|0|0|0|0|1|0|1||5.0||5.0||0||1||10||55|||0||4|||0||0||||||||||||||||||144||144|||0||75|||0||0|||||||||||||||||87|11|44|40||363|69
2019|1055|5|2|658225|29|2927408|1|1258834|SERVIÇO SOCIAL|1|0923S01|1|1|1|0|0|3000|25NOV2016:00:00:00||1|0|0|0|0|0|0|0|1|1|0|0|0|0|1|0|1||4.0||4.0||0||1||1||14|||0||0|||0||0||||||||||||||||||90||90|||0||15|||0||0|||||||||||||||||23|0|3|3||195|15
2019|1055|5|2|658225|29|2927408|1|1259601|GASTRONOMIA|1|1013G01|3|1|1|0|0|3360|25NOV2016:00:00:00||1|0|0|0|0|0|0|0|1|1|0|0|0|0|1|0|1||2.0||2.0||0||1||37||1|||0||0|||0||0||||||||||||||||||108||108|||5||9|||0||0|||||||||||||||||27|5|27|27||230|38
2019|1055|5|2|1056891|29|2927408|1|1282908|ODONTOLOGIA|1|0911O01|1|1|1|0|0|4000|05OCT2015:00:00:00||1|0|0|0|0|0|0|0|1|1|0|0|0|0|1|0|1||5.0||5.0||0||1||85||71|||0||0|||0||0||||||||||||||||||120||120|||10||10|||0||0|||||||||||||||||294|0|136|136||260|156
2019|1055|5|2|1056891|29|2927408|1|1283120|EDUCAÇÃO FÍSICA|1|0915E01|1|1|1|0|0|3280|18AUG2015:00:00:00||1|0|0|0|0|0|0|0|1|1|0|0|0|0|1|0|1||4.0||4.0||0||1||10||21|||0||0|||0||0||||||||||||||||||144||144|||0||16|||0||0|||||||||||||||||72|6|11|11||304|31
2019|1055|5|2|1056543|29|2927408|1|1299986|ENGENHARIA CIVIL|1|0732E01|1|1|1|0|0|3740|25NOV2016:00:00:00||1|0|0|0|0|0|0|0|1|1|0|0|0|0|1|0|1||5.0||5.0||0||1||10||16|||0||0|||0||0||||||||||||||||||144||144|||0||15|||0||0|||||||||||||||||73|12|6|6||303|26
2019|1055|5|2|1056543|29|2927408|1|1300170|GESTÃO DE RECURSOS HUMANOS|1|0413G07|3|1|1|0|0|3360|30NOV2015:00:00:00||1|0|0|0|0|0|0|0|1|1|0|0|0|0|1|0|1||2.0||2.0||0||1||1||20|||0||0|||0||0||||||||||||||||||144||144|||0||31|||0||0|||||||||||||||||17|9|4|4||319|21
2019|1055|5|2|1056543|29|2927408|1|1300301|PSICOLOGIA|1|0313P01|1|1|1|0|0|4000|25NOV2016:00:00:00||1|0|0|0|0|0|0|0|1|1|0|0|0|0|1|0|1||5.0||5.0||0||1||78||41|||0||1|||0||0||||||||||||||||||90||90|||27||32|||0||0|||||||||||||||||167|32|99|98||239|120
2019|1055|5|2|1056543|29|2927408|1|1300304|NUTRIÇÃO|1|0915N01|1|1|1|0|0|3280|25NOV2016:00:00:00||1|0|0|0|0|0|0|0|1|1|0|0|0|0|1|0|1||4.0||4.0||0||1||26||11|||0||0|||0||0||||||||||||||||||120||120|||22||9|||0||0|||||||||||||||||105|5|18|18||271|37
2019|1055|5|2|1056543|29|2927408|1|1300337|FISIOTERAPIA|1|0915F01|1|1|1|0|0|4000|25NOV2016:00:00:00||1|0|0|0|0|0|0|0|1|1|0|0|0|0|1|0|1||5.0||5.0||0||1||31||15|||0||0|||0||0||||||||||||||||||144||144|||23||8|||0||0|||||||||||||||||71|3|26|26||319|46
2019|1055|5|2|1056543|29|2927408|1|1303452|PEDAGOGIA|1|0113P01|2|1|1|0|0|3200|23DEC2016:00:00:00||1|0|0|0|0|0|0|0|1|1|0|0|0|0|1|0|1||4.0||4.0||0||1||1||43|||0||0|||0||0||||||||||||||||||120||120|||16||58|||0||0|||||||||||||||||100|19|33|33||314|44
2019|1055|5|2|1056543|29|2927408|1|1303479|ADMINISTRAÇÃO|1|0413A01|1|1|1|0|0|3000|23DEC2016:00:00:00||1|0|0|0|0|0|0|0|1|1|0|0|0|0|1|0|1||4.0||4.0||0||1||1||16|||0||0|||0||0||||||||||||||||||144||144|||0||11|||0||0|||||||||||||||||38|17|2|2||299|17
2019|1055|5|2|1056543|29|2927408|1|1303561|CIÊNCIAS CONTÁBEIS|1|0411C01|1|1|1|0|0|3000|25NOV2016:00:00:00||1|0|0|0|0|0|0|0|1|1|0|0|0|0|1|0|1||4.0||4.0||0||1||10||35|||0||0|||0||0||||||||||||||||||144||144|||0||22|||0||0|||||||||||||||||25|11|0|0||310|45
2019|1055|5|2|1056543|29|2927408|1|1303707|ENFERMAGEM|1|0913E01|1|1|1|0|0|4000|25NOV2016:00:00:00||1|0|0|0|0|0|0|0|1|1|0|0|0|0|1|0|1||5.0||5.0||0||1||1||37|||0||0|||0||0||||||||||||||||||108||108|||0||17|||0||0|||||||||||||||||74|4|26|26||233|38
2019|1055|5|2|1056543|29|2927408|1|1331380|FARMÁCIA|1|0916F01|1|1|1|0|0|4000|23DEC2016:00:00:00||1|0|0|0|0|0|0|0|1|1|0|0|0|0|1|0|1||5.0||5.0||0||1||37||55|||0||0|||0||0||||||||||||||||||144||144|||25||78|||0||0|||||||||||||||||198|25|71|71||391|92
2019|1055|5|2|658225|29|2927408|1|5000214|FISIOTERAPIA|1|0915F01|1|1|1|0|0|4000|01MAR2010:00:00:00||1|0|0|0|0|0|0|0|1|1|0|0|0|0|1|0|1||5.0||5.0||0||1||15||25|||0||0|||0||0||||||||||||||||||144||144|||40||119|||0||0|||||||||||||||||179|35|19|19||447|40
2019|1058|4|2|658226|29|2927408|1|18122|ADMINISTRAÇÃO|1|0413A01|1|1|1|0|0|3016|02MAR1998:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|0|1||4.0||4.0||1|20.00|1||292||714|||19||79|||0||0||||||||||||||||||150||150|||620||620|||0||0|||||||||||||||||292|70|111|72||1540|1104
2019|1058|4|2|658226|29|2927408|1|19573|CIÊNCIAS CONTÁBEIS|1|0411C01|1|1|1|0|0|3176|01FEB1998:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1||||4.0||1|20.00|1||||461|||||68|||||0||||||||||||||||||||150|||||617|||||0|||||||||||||||||127|18|74|57||767|529
2019|1058|4|2|658226|29|2927408|1|21561|DIREITO|1|0421D01|1|1|1|0|0|3772|01JUL2000:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|0|1||5.0||5.0||1|20.00|1||1690||1578|||236||461|||0||0||||||||||||||||||100||300|||1034||1034|||0||0|||||||||||||||||2013|446|532|301||2468|3965
2019|1058|4|2|658226|29|2927408|1|24518|PUBLICIDADE E PROPAGANDA|1|0414P01|1|1|1|0|0|2716|01FEB2000:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|0|1||4.0||4.0||1|20.00|1||0||254|||0||21|||0||0||||||||||||||||||75||75|||307||307|||0||0|||||||||||||||||130|28|41|34||764|275
2019|1058|4|2|658226|29|2927408|1|34074|JORNALISMO|1|0321J01|1|1|1|0|0|3010|01FEB2000:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|0|1||4.0||4.0||1|20.00|1||0||258|||0||24|||0||0||||||||||||||||||75||75|||307||307|||0||0|||||||||||||||||89|15|32|23||764|282
2019|1058|4|2|658226|29|2927408|1|48581|FISIOTERAPIA|1|0915F01|1|1|1|0|0|4406|04AUG2001:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|0|1||5.0||5.0||1|20.00|1||281||509|||90||84|||0||0||||||||||||||||||100||100|||510||510|||0||0|||||||||||||||||457|76|143|106||1220|964
2019|1058|4|2|658226|29|2927408|1|48675|SISTEMA DE INFORMAÇÃO|1|0615S02|1|1|1|0|0|3004|01JUL2001:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|0|1||4.0||4.0||1|20.00|1||0||128|||0||13|||0||0||||||||||||||||||150||150|||616||616|||0||0|||||||||||||||||110|16|24|17||1532|141
2019|1058|4|2|658226|29|2927408|1|84453|ENFERMAGEM|1|0913E01|1|1|1|0|0|4360|14FEB2005:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|0|1||5.0||5.0||1|20.00|1||836||662|||64||132|||0||0||||||||||||||||||150||150|||771||771|||0||0|||||||||||||||||628|178|165|111||1842|1694
2019|1058|4|2|658226|29|2927408|1|88152|PEDAGOGIA|1|0113P01|2|1|1|0|0|3294|01AUG2005:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1||||4.0||1|20.00|1||||290|||||26|||||0||||||||||||||||||||100|||||412|||||0|||||||||||||||||152|24|58|46||512|316
2019|1058|4|2|658226|29|2927408|1|88154|CIÊNCIA DA COMPUTAÇÃO|1|0614C01|1|1|1|0|0|3200|01AUG2005:00:00:00||0|||||||||||||0|0|0|1||||4.0||0||0||||0|||||0|||||0||||||||||||||||||||200|||||0|||||0|||||||||||||||||1|0|0|0||200|0
2019|1058|4|2|658226|29|2927408|1|88156|NUTRIÇÃO|1|0915N01|1|1|1|0|0|3386|01AUG2005:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|0|1||4.0||4.0||1|20.00|1||389||274|||92||68|||0||0||||||||||||||||||150||150|||617||617|||0||0|||||||||||||||||698|132|153|95||1534|823
2019|1058|4|2|658226|29|2927408|1|90111|LOGÍSTICA|1|0413L01|3|1|1|0|0|1600|01FEB2006:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|0|1||2.0||2.0||1|20.00|1||0||318|||0||31|||0||0||||||||||||||||||150||150|||315||315|||0||0|||||||||||||||||89|21|62|54||930|349
2019|1058|4|2|658226|29|2927408|1|90115|GESTÃO DE SEGURANÇA PRIVADA|1|1032S02|3|1|1|0|0|1744|01FEB2006:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1||||2.0||1|20.00|1||||154|||||3|||||0||||||||||||||||||||150|||||322|||||0|||||||||||||||||100|42|48|40||472|157
2019|1058|4|2|658226|29|2927408|1|90325|ENGENHARIA DE PRODUÇÃO|1|0725E02|1|1|1|0|0|3688|01FEB2006:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1||||5.0||1|20.00|1||||157|||||51|||||0||||||||||||||||||||100|||||513|||||0|||||||||||||||||134|38|50|25||613|208
2019|1058|4|2|658226|29|2927408|1|90329|FARMÁCIA|1|0916F01|1|1|1|0|0|4562|01FEB2006:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|0|1||5.0||5.0||1|20.00|1||199||312|||61||61|||0||0||||||||||||||||||100||100|||514||514|||0||0|||||||||||||||||515|84|127|88||1228|633
2019|1058|4|2|658226|29|2927408|1|97055|MARKETING|1|0414M01|3|1|1|0|0|1632|28AUG2006:00:00:00||0|||||||||||||0|0|0|1||||2.0||0||0||||0|||||0|||||0||||||||||||||||||||100|||||0|||||0|||||||||||||||||3|1|0|0||100|0
2019|1058|4|2|658226|29|2927408|1|97057|REDES DE COMPUTADORES|1|0612R01|3|1|1|0|0|2092|28AUG2006:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1||||2.5||1|20.00|1||||110|||||11|||||0||||||||||||||||||||200|||||620|||||0|||||||||||||||||74|12|42|36||820|121
2019|1058|4|2|658226|29|2927408|1|97059|PETRÓLEO E GÁS|1|0724P01|3|1|1|0|0|2494|28AUG2006:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|0|1||3.0||3.0||1|20.00|1||0||0|||0||0|||0||0||||||||||||||||||50||150|||310||310|||0||0|||||||||||||||||1|0|0|0||820|0
2019|1058|4|2|658226|29|2927408|1|101466|ENGENHARIA ELÉTRICA|1|0713E05|1|1|1|0|0|3634|22FEB2007:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1||||5.0||1|20.00|1||||182|||||57|||||0||||||||||||||||||||400|||||2043|||||0|||||||||||||||||258|51|55|28||2443|239
2019|1058|4|2|658226|29|2927408|1|101472|GESTÃO DE RECURSOS HUMANOS|1|0413G07|3|1|1|0|0|1640|22FEB2007:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|0|1||2.0||2.0||1|20.00|1||153||375|||9||26|||0||0||||||||||||||||||50||200|||262||262|||0||0|||||||||||||||||154|18|127|114||774|563
2019|1058|4|2|658226|29|2927408|1|102034|PSICOLOGIA|1|0313P01|1|1|1|0|0|4235|23JUL2007:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|0|1||5.0||5.0||1|20.00|1||409||565|||77||106|||0||0||||||||||||||||||75||75|||384||384|||0||0|||||||||||||||||538|138|126|79||918|1157
2019|1058|4|2|658226|29|2927408|1|107514|GESTÃO FINANCEIRA|1|0412G01|3|1|1|0|0|1620|22FEB2007:00:00:00||1|1|1|1|1|1|1|1|0|0|1|1|1|0|0|0|1||||2.0||1|20.00|1||||0|||||0|||||0||||||||||||||||||||100|||||0|||||0|||||||||||||||||1|1|0|0||100|0
2019|1058|4|2|658226|29|2927408|1|109516|GASTRONOMIA|1|1013G01|3|1|1|0|0|2220|02JUL2007:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|0|1||2.5||2.5||1|20.00|1||343||339|||97||97|||0||0||||||||||||||||||100||100|||311||311|||0||0|||||||||||||||||183|39|94|61||822|876
2019|1058|4|2|658226|29|2927408|1|109678|ENGENHARIA CIVIL|1|0732E01|1|1|1|0|0|3774|11FEB2008:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1||||5.0||1|20.00|1||||281|||||97|||||0||||||||||||||||||||400|||||2041|||||0|||||||||||||||||377|87|46|21||2441|378
2019|1058|4|2|658226|29|2927408|1|109680|ENGENHARIA DE PETRÓLEO|1|0724E02|1|1|1|0|0|3742|11FEB2008:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1||||5.0||1|20.00|1||||79|||||8|||||0||||||||||||||||||||400|||||2040|||||0|||||||||||||||||81|32|1|0||2440|87
2019|1058|4|2|658226|29|2927408|1|109682|ENGENHARIA MECÂNICA|1|0715E02|1|1|1|0|0|3880|11FEB2008:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1||||5.0||1|20.00|1||||384|||||81|||||0||||||||||||||||||||400|||||2044|||||0|||||||||||||||||399|89|70|48||2444|465
2019|1058|4|2|149637|29|2927408|1|113941|SERVIÇO SOCIAL|1|0923S01|1|1|1|0|0|3092|28JUL2008:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|0|1||4.0||4.0||1|20.00|1||12||218|||5||21|||0||0||||||||||||||||||150||150|||616||616|||0||0|||||||||||||||||81|34|29|24||1532|256
2019|1058|4|2|658226|29|2927408|1|1109528|RADIOLOGIA|1|0914R01|3|1|1|0|0|3168|28JUL2008:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|0|1||3.0||3.0||1|20.00|1||0||281|||0||22|||0||0||||||||||||||||||75||75|||234||234|||0||0|||||||||||||||||148|34|54|45||618|303
2019|1058|4|2|658226|29|2927408|1|1114351|ESTÉTICA E COSMÉTICA|1|1012E01|3|1|1|0|0|3244|10AUG2009:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|0|1||3.0||3.0||1|20.00|1||216||364|||18||52|||0||0||||||||||||||||||100||100|||314||314|||0||0|||||||||||||||||251|37|122|96||828|650
2019|1058|4|2|149637|29|2927408|1|1139782|ADMINISTRAÇÃO|1|0413A01|1|1|1|0|0|3016|28JUL2008:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|0|1||4.0||4.0||1|20.00|1||0||400|||0||46|||0||0||||||||||||||||||100||200|||615||615|||0||0|||||||||||||||||149|45|56|43||1530|446
2019|1058|4|2|149637|29|2927408|1|1139927|LOGÍSTICA|1|0413L01|3|1|1|0|0|1600|22FEB2009:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1||||2.0||1|20.00|1||||250|||||13|||||0||||||||||||||||||||150|||||634|||||0|||||||||||||||||88|21|51|44||784|263
2019|1058|4|2|149637|29|2927408|1|1139928|GESTÃO DE RECURSOS HUMANOS|1|0413G07|3|1|1|0|0|1640|22FEB2009:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|0|1||2.0||2.0||1|20.00|1||263||245|||6||13|||0||0||||||||||||||||||100||150|||263||263|||0||0|||||||||||||||||183|46|127|113||776|527
2019|1058|4|2|149637|29|2927408|1|1288733|ENFERMAGEM|1|0913E01|1|1|1|0|0|4360|06MAR2014:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|0|1||5.0||5.0||1|20.00|1||471||463|||16||37|||0||0||||||||||||||||||100||100|||511||511|||0||0|||||||||||||||||275|57|109|92||1222|987
2019|1058|4|2|149637|29|2927408|1|1321586|NUTRIÇÃO|1|0915N01|1|1|1|0|0|3386|11MAR2015:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|0|1||4.0||4.0||1|20.00|1||241||160|||26||19|||0||0||||||||||||||||||50||50|||206||206|||0||0|||||||||||||||||245|19|71|57||512|446
2019|1058|4|2|149637|29|2927408|1|1321588|PEDAGOGIA|1|0113P01|2|1|1|0|0|3352|23AUG2017:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1||||4.0||1|20.00|1||||268|||||20|||||0||||||||||||||||||||50|||||321|||||0|||||||||||||||||91|0|61|52||371|288
2019|1058|4|2|149637|29|2927408|1|1321590|GESTÃO DE SEGURANÇA PRIVADA|1|1032S02|3|1|1|0|0|1760|08MAR2018:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1||||2.0||1|20.00|0||||113|||||1|||||0||||||||||||||||||||100|||||214|||||0|||||||||||||||||48|23|27|21||314|114
2019|1058|4|2|149637|29|2927408|1|1322346|EDUCAÇÃO FÍSICA|1|0915E01|1|1|1|0|0|3288|11MAR2015:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|0|1||4.0||4.0||1|20.00|1||194||210|||31||61|||0||0||||||||||||||||||50||50|||207||207|||0||0|||||||||||||||||254|25|91|72||514|496
2019|1058|4|2|658226|29|2927408|1|1330095|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS|1|0615S02|3|1|1|0|0|2002|09MAR2016:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1||||2.5||1|20.00|1||||233|||||23|||||0||||||||||||||||||||150|||||466|||||0|||||||||||||||||108|3|54|40||616|256
2019|1058|4|2|658226|29|2927408|1|1330098|ENGENHARIA DE CONTROLE E AUTOMAÇÃO|2|0714E05|1|1|1|0|0|3722|09MAR2016:00:00:00||0|||||||||||||0|1|0|1||5.0||5.0||0||0||0||0|||0||0|||0||0||||||||||||||||||150||150|||0||0|||0||0|||||||||||||||||0|0|0|0||300|0
2019|1058|4|2|658226|29|2927408|1|1382778|DESIGN GRÁFICO|1|0211D01|3|1|1|0|0|1776|22MAR2018:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|0|1||2.5||2.5||1|20.00|1||95||150|||3||19|||0||0||||||||||||||||||50||50|||151||151|||0||0|||||||||||||||||46|0|29|27||402|267
2019|1058|4|2|658226|29|2927408|1|1382786|BIOMEDICINA|1|0914B01|1|1|1|0|0|3226|09MAR2017:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|0|1||4.0||4.0||1|20.00|1||0||489|||0||114|||0||0||||||||||||||||||50||50|||209||209|||0||0|||||||||||||||||98|0|69|45||518|603
2019|1058|4|2|149637|29|2927408|1|1388532|PSICOLOGIA|1|0313P01|1|1|1|0|0|4000|11MAR2019:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|0|1||5.0||5.0||1|20.00|1||263||140|||35||29|||0||0||||||||||||||||||50||50|||100||100|||0||0|||||||||||||||||35|0|44|37||300|467
2019|1058|4|2|658226|29|2927408|1|1441849|ODONTOLOGIA|1|0911O01|1|1|1|0|0|8372|16SEP2019:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|0|1||4.0||4.0||1|20.00|1||133||0|||23||0|||0||0||||||||||||||||||20||0|||23||0|||0||0|||||||||||||||||11|0|12|11||43|156
2019|1058|4|2|658226|29|2927408|1|1483724|ARQUITETURA E URBANISMO|1|0731A02|1|1|1|0|0|3704|11MAR2019:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1||||5.0||1|20.00|1||||281|||||52|||||0||||||||||||||||||||25|||||52|||||0|||||||||||||||||18|0|21|17||77|333
2019|1058|4|2|658226|29|2927408|1|1487550|MEDICINA VETERINÁRIA|1|0841M01|1|1|1|0|0|4392|11MAR2019:00:00:00||1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|0|0||5.0||||1|20.00|1||466|||||3|||||0||||||||||||||||||||40|||||200|||||0|||||||||||||||||||21|0|30|24||240|469
2019|1059|4|3|658227|23|2304400|1|17898|CIÊNCIA DA COMPUTAÇÃO|1|0614C01|1|1|1|0|0|3384|16MAR1998:00:00:00||1|0|0|0|1|0|0|1|1|0|0|1|1|0|0|0|1||||4.0||0||1||||50|||||25|||||15||||||||||||||||||||100|||||50|||||50|||||||||||||||||62|7|37|31||200|90
2019|1059|4|3|702093|23|2304400|1|82299|CIÊNCIAS CONTÁBEIS|1|0411C01|1|1|1|0|0|3160|09AUG2005:00:00:00||1|0|0|0|1|0|0|1|1|0|0|1|1|0|1|0|1||4.0||4.0||0||1||100||100|||25||25|||0||10||||||||||||||||||200||200|||50||50|||50||50|||||||||||||||||138|27|31|24||600|260
2019|1059|4|3|702093|23|2304400|1|91181|SISTEMAS DE INFORMAÇÃO|1|0615S02|1|1|1|0|0|3168|08AUG2006:00:00:00||1|0|0|0|1|0|0|1|1|0|0|0|1|0|1|0|1||4.0||4.0||0||1||50||50|||50||25|||0||25||||||||||||||||||200||200|||50||50|||50||50|||||||||||||||||76|18|14|13||600|200
2019|1059|4|3|658227|23|2304400|1|5000171|ADMINISTRAÇÃO|1|0413A01|1|1|1|0|0|3530|01MAR2010:00:00:00||1|0|0|0|1|0|0|1|1|0|0|1|1|0|1|0|1||4.0||4.0||0||1||100||100|||25||25|||10||10||||||||||||||||||200||200|||50||50|||50||50|||||||||||||||||105|7|46|39||600|270
2019|1060|4|2|1791|53|5300108|1|29661|COMUNICAÇÃO SOCIAL - JORNALISMO|1|0321J01|1|1|1|0|0|3300|24AUG1998:00:00:00||1|1|1|1|1|1|0|1|1|1|1|1|1|0|1|0|1||4.0||4.0||1|14.19|1||192||499|||45||45|||0||0||||||||||||||||||120||120|||45||45|||0||0|||||||||||||||||190|52|70|56||330|781
